
 OUTPUT FROM bailey_pset7_problem2.m 

 Finding Eigenvectors and Eigenvalues Using Shifted Power Method 
 Using x same as the initial guess vector. 
Iter.    x(1)      x(2)          x(3)          x(4)        x(n-3)      x(n-2)      x(n-1)        x(n)        lambda       check
2699 -1.92829e-01 +3.28418e-01 -3.75629e-01 +3.40041e-01 +3.40041e-01 -3.75629e-01 +3.28418e-01 -1.92829e-01 +5.92563e-04 +2.10256e-05 
2700 +1.92787e-01 -3.28363e-01 +3.75597e-01 -3.40055e-01 -3.40055e-01 +3.75597e-01 -3.28363e-01 +1.92787e-01 +5.92554e-04 +2.10183e-05 
2701 -1.92744e-01 +3.28307e-01 -3.75566e-01 +3.40070e-01 +3.40070e-01 -3.75566e-01 +3.28307e-01 -1.92744e-01 +5.92545e-04 +2.10111e-05 
2702 +1.92702e-01 -3.28252e-01 +3.75534e-01 -3.40084e-01 -3.40084e-01 +3.75534e-01 -3.28252e-01 +1.92702e-01 +5.92536e-04 +2.10038e-05 
2703 -1.92660e-01 +3.28196e-01 -3.75503e-01 +3.40098e-01 +3.40098e-01 -3.75503e-01 +3.28196e-01 -1.92660e-01 +5.92528e-04 +2.09965e-05 
2704 +1.92618e-01 -3.28140e-01 +3.75471e-01 -3.40113e-01 -3.40113e-01 +3.75471e-01 -3.28140e-01 +1.92618e-01 +5.92519e-04 +2.09893e-05 
2705 -1.92576e-01 +3.28085e-01 -3.75440e-01 +3.40127e-01 +3.40127e-01 -3.75440e-01 +3.28085e-01 -1.92576e-01 +5.92510e-04 +2.09820e-05 
2706 +1.92534e-01 -3.28030e-01 +3.75408e-01 -3.40142e-01 -3.40142e-01 +3.75408e-01 -3.28030e-01 +1.92534e-01 +5.92502e-04 +2.09748e-05 
2707 -1.92492e-01 +3.27974e-01 -3.75377e-01 +3.40156e-01 +3.40156e-01 -3.75377e-01 +3.27974e-01 -1.92492e-01 +5.92493e-04 +2.09676e-05 
2708 +1.92450e-01 -3.27919e-01 +3.75345e-01 -3.40170e-01 -3.40170e-01 +3.75345e-01 -3.27919e-01 +1.92450e-01 +5.92484e-04 +2.09603e-05 
2709 -1.92408e-01 +3.27863e-01 -3.75314e-01 +3.40184e-01 +3.40184e-01 -3.75314e-01 +3.27863e-01 -1.92408e-01 +5.92475e-04 +2.09531e-05 
2710 +1.92366e-01 -3.27808e-01 +3.75282e-01 -3.40198e-01 -3.40198e-01 +3.75282e-01 -3.27808e-01 +1.92366e-01 +5.92467e-04 +2.09458e-05 
2711 -1.92324e-01 +3.27753e-01 -3.75250e-01 +3.40213e-01 +3.40213e-01 -3.75250e-01 +3.27753e-01 -1.92324e-01 +5.92458e-04 +2.09386e-05 
2712 +1.92282e-01 -3.27697e-01 +3.75219e-01 -3.40227e-01 -3.40227e-01 +3.75219e-01 -3.27697e-01 +1.92282e-01 +5.92449e-04 +2.09314e-05 
2713 -1.92240e-01 +3.27642e-01 -3.75187e-01 +3.40241e-01 +3.40241e-01 -3.75187e-01 +3.27642e-01 -1.92240e-01 +5.92441e-04 +2.09242e-05 
2714 +1.92198e-01 -3.27587e-01 +3.75156e-01 -3.40255e-01 -3.40255e-01 +3.75156e-01 -3.27587e-01 +1.92198e-01 +5.92432e-04 +2.09170e-05 
2715 -1.92157e-01 +3.27531e-01 -3.75124e-01 +3.40269e-01 +3.40269e-01 -3.75124e-01 +3.27531e-01 -1.92157e-01 +5.92423e-04 +2.09098e-05 
2716 +1.92115e-01 -3.27476e-01 +3.75093e-01 -3.40283e-01 -3.40283e-01 +3.75093e-01 -3.27476e-01 +1.92115e-01 +5.92415e-04 +2.09026e-05 
2717 -1.92073e-01 +3.27421e-01 -3.75061e-01 +3.40297e-01 +3.40297e-01 -3.75061e-01 +3.27421e-01 -1.92073e-01 +5.92406e-04 +2.08954e-05 
2718 +1.92031e-01 -3.27366e-01 +3.75029e-01 -3.40311e-01 -3.40311e-01 +3.75029e-01 -3.27366e-01 +1.92031e-01 +5.92397e-04 +2.08882e-05 
2719 -1.91989e-01 +3.27310e-01 -3.74998e-01 +3.40324e-01 +3.40324e-01 -3.74998e-01 +3.27310e-01 -1.91989e-01 +5.92389e-04 +2.08810e-05 
2720 +1.91948e-01 -3.27255e-01 +3.74966e-01 -3.40338e-01 -3.40338e-01 +3.74966e-01 -3.27255e-01 +1.91948e-01 +5.92380e-04 +2.08738e-05 
2721 -1.91906e-01 +3.27200e-01 -3.74935e-01 +3.40352e-01 +3.40352e-01 -3.74935e-01 +3.27200e-01 -1.91906e-01 +5.92371e-04 +2.08666e-05 
2722 +1.91864e-01 -3.27145e-01 +3.74903e-01 -3.40366e-01 -3.40366e-01 +3.74903e-01 -3.27145e-01 +1.91864e-01 +5.92363e-04 +2.08594e-05 
2723 -1.91823e-01 +3.27090e-01 -3.74871e-01 +3.40380e-01 +3.40380e-01 -3.74871e-01 +3.27090e-01 -1.91823e-01 +5.92354e-04 +2.08522e-05 
2724 +1.91781e-01 -3.27035e-01 +3.74840e-01 -3.40393e-01 -3.40393e-01 +3.74840e-01 -3.27035e-01 +1.91781e-01 +5.92346e-04 +2.08451e-05 
2725 -1.91739e-01 +3.26980e-01 -3.74808e-01 +3.40407e-01 +3.40407e-01 -3.74808e-01 +3.26980e-01 -1.91739e-01 +5.92337e-04 +2.08379e-05 
2726 +1.91698e-01 -3.26925e-01 +3.74777e-01 -3.40420e-01 -3.40420e-01 +3.74777e-01 -3.26925e-01 +1.91698e-01 +5.92328e-04 +2.08308e-05 
2727 -1.91656e-01 +3.26870e-01 -3.74745e-01 +3.40434e-01 +3.40434e-01 -3.74745e-01 +3.26870e-01 -1.91656e-01 +5.92320e-04 +2.08236e-05 
2728 +1.91615e-01 -3.26815e-01 +3.74713e-01 -3.40448e-01 -3.40448e-01 +3.74713e-01 -3.26815e-01 +1.91615e-01 +5.92311e-04 +2.08164e-05 
2729 -1.91573e-01 +3.26760e-01 -3.74682e-01 +3.40461e-01 +3.40461e-01 -3.74682e-01 +3.26760e-01 -1.91573e-01 +5.92303e-04 +2.08093e-05 
2730 +1.91532e-01 -3.26705e-01 +3.74650e-01 -3.40475e-01 -3.40475e-01 +3.74650e-01 -3.26705e-01 +1.91532e-01 +5.92294e-04 +2.08021e-05 
2731 -1.91490e-01 +3.26650e-01 -3.74618e-01 +3.40488e-01 +3.40488e-01 -3.74618e-01 +3.26650e-01 -1.91490e-01 +5.92285e-04 +2.07950e-05 
2732 +1.91449e-01 -3.26595e-01 +3.74587e-01 -3.40501e-01 -3.40501e-01 +3.74587e-01 -3.26595e-01 +1.91449e-01 +5.92277e-04 +2.07879e-05 
2733 -1.91407e-01 +3.26540e-01 -3.74555e-01 +3.40515e-01 +3.40515e-01 -3.74555e-01 +3.26540e-01 -1.91407e-01 +5.92268e-04 +2.07807e-05 
2734 +1.91366e-01 -3.26485e-01 +3.74523e-01 -3.40528e-01 -3.40528e-01 +3.74523e-01 -3.26485e-01 +1.91366e-01 +5.92260e-04 +2.07736e-05 
2735 -1.91324e-01 +3.26430e-01 -3.74492e-01 +3.40541e-01 +3.40541e-01 -3.74492e-01 +3.26430e-01 -1.91324e-01 +5.92251e-04 +2.07665e-05 
2736 +1.91283e-01 -3.26375e-01 +3.74460e-01 -3.40555e-01 -3.40555e-01 +3.74460e-01 -3.26375e-01 +1.91283e-01 +5.92243e-04 +2.07594e-05 
2737 -1.91241e-01 +3.26320e-01 -3.74428e-01 +3.40568e-01 +3.40568e-01 -3.74428e-01 +3.26320e-01 -1.91241e-01 +5.92234e-04 +2.07522e-05 
2738 +1.91200e-01 -3.26266e-01 +3.74397e-01 -3.40581e-01 -3.40581e-01 +3.74397e-01 -3.26266e-01 +1.91200e-01 +5.92226e-04 +2.07451e-05 
2739 -1.91159e-01 +3.26211e-01 -3.74365e-01 +3.40594e-01 +3.40594e-01 -3.74365e-01 +3.26211e-01 -1.91159e-01 +5.92217e-04 +2.07380e-05 
2740 +1.91117e-01 -3.26156e-01 +3.74333e-01 -3.40607e-01 -3.40607e-01 +3.74333e-01 -3.26156e-01 +1.91117e-01 +5.92208e-04 +2.07309e-05 
2741 -1.91076e-01 +3.26101e-01 -3.74302e-01 +3.40620e-01 +3.40620e-01 -3.74302e-01 +3.26101e-01 -1.91076e-01 +5.92200e-04 +2.07238e-05 
2742 +1.91035e-01 -3.26047e-01 +3.74270e-01 -3.40634e-01 -3.40634e-01 +3.74270e-01 -3.26047e-01 +1.91035e-01 +5.92191e-04 +2.07167e-05 
2743 -1.90994e-01 +3.25992e-01 -3.74238e-01 +3.40647e-01 +3.40647e-01 -3.74238e-01 +3.25992e-01 -1.90994e-01 +5.92183e-04 +2.07096e-05 
2744 +1.90952e-01 -3.25937e-01 +3.74207e-01 -3.40660e-01 -3.40660e-01 +3.74207e-01 -3.25937e-01 +1.90952e-01 +5.92174e-04 +2.07026e-05 
2745 -1.90911e-01 +3.25883e-01 -3.74175e-01 +3.40672e-01 +3.40672e-01 -3.74175e-01 +3.25883e-01 -1.90911e-01 +5.92166e-04 +2.06955e-05 
2746 +1.90870e-01 -3.25828e-01 +3.74143e-01 -3.40685e-01 -3.40685e-01 +3.74143e-01 -3.25828e-01 +1.90870e-01 +5.92157e-04 +2.06884e-05 
2747 -1.90829e-01 +3.25773e-01 -3.74111e-01 +3.40698e-01 +3.40698e-01 -3.74111e-01 +3.25773e-01 -1.90829e-01 +5.92149e-04 +2.06813e-05 
2748 +1.90788e-01 -3.25719e-01 +3.74080e-01 -3.40711e-01 -3.40711e-01 +3.74080e-01 -3.25719e-01 +1.90788e-01 +5.92141e-04 +2.06742e-05 
2749 -1.90747e-01 +3.25664e-01 -3.74048e-01 +3.40724e-01 +3.40724e-01 -3.74048e-01 +3.25664e-01 -1.90747e-01 +5.92132e-04 +2.06672e-05 
2750 +1.90705e-01 -3.25610e-01 +3.74016e-01 -3.40737e-01 -3.40737e-01 +3.74016e-01 -3.25610e-01 +1.90705e-01 +5.92124e-04 +2.06601e-05 
2751 -1.90664e-01 +3.25555e-01 -3.73984e-01 +3.40749e-01 +3.40749e-01 -3.73984e-01 +3.25555e-01 -1.90664e-01 +5.92115e-04 +2.06531e-05 
2752 +1.90623e-01 -3.25500e-01 +3.73953e-01 -3.40762e-01 -3.40762e-01 +3.73953e-01 -3.25500e-01 +1.90623e-01 +5.92107e-04 +2.06460e-05 
2753 -1.90582e-01 +3.25446e-01 -3.73921e-01 +3.40775e-01 +3.40775e-01 -3.73921e-01 +3.25446e-01 -1.90582e-01 +5.92098e-04 +2.06390e-05 
2754 +1.90541e-01 -3.25391e-01 +3.73889e-01 -3.40788e-01 -3.40788e-01 +3.73889e-01 -3.25391e-01 +1.90541e-01 +5.92090e-04 +2.06319e-05 
2755 -1.90500e-01 +3.25337e-01 -3.73857e-01 +3.40800e-01 +3.40800e-01 -3.73857e-01 +3.25337e-01 -1.90500e-01 +5.92081e-04 +2.06249e-05 
2756 +1.90459e-01 -3.25283e-01 +3.73826e-01 -3.40813e-01 -3.40813e-01 +3.73826e-01 -3.25283e-01 +1.90459e-01 +5.92073e-04 +2.06178e-05 
2757 -1.90418e-01 +3.25228e-01 -3.73794e-01 +3.40825e-01 +3.40825e-01 -3.73794e-01 +3.25228e-01 -1.90418e-01 +5.92065e-04 +2.06108e-05 
2758 +1.90377e-01 -3.25174e-01 +3.73762e-01 -3.40838e-01 -3.40838e-01 +3.73762e-01 -3.25174e-01 +1.90377e-01 +5.92056e-04 +2.06038e-05 
2759 -1.90336e-01 +3.25119e-01 -3.73730e-01 +3.40850e-01 +3.40850e-01 -3.73730e-01 +3.25119e-01 -1.90336e-01 +5.92048e-04 +2.05967e-05 
2760 +1.90296e-01 -3.25065e-01 +3.73699e-01 -3.40863e-01 -3.40863e-01 +3.73699e-01 -3.25065e-01 +1.90296e-01 +5.92039e-04 +2.05897e-05 
2761 -1.90255e-01 +3.25011e-01 -3.73667e-01 +3.40875e-01 +3.40875e-01 -3.73667e-01 +3.25011e-01 -1.90255e-01 +5.92031e-04 +2.05827e-05 
2762 +1.90214e-01 -3.24956e-01 +3.73635e-01 -3.40887e-01 -3.40887e-01 +3.73635e-01 -3.24956e-01 +1.90214e-01 +5.92022e-04 +2.05757e-05 
2763 -1.90173e-01 +3.24902e-01 -3.73603e-01 +3.40900e-01 +3.40900e-01 -3.73603e-01 +3.24902e-01 -1.90173e-01 +5.92014e-04 +2.05687e-05 
2764 +1.90132e-01 -3.24848e-01 +3.73571e-01 -3.40912e-01 -3.40912e-01 +3.73571e-01 -3.24848e-01 +1.90132e-01 +5.92006e-04 +2.05617e-05 
2765 -1.90091e-01 +3.24793e-01 -3.73540e-01 +3.40924e-01 +3.40924e-01 -3.73540e-01 +3.24793e-01 -1.90091e-01 +5.91997e-04 +2.05547e-05 
2766 +1.90051e-01 -3.24739e-01 +3.73508e-01 -3.40937e-01 -3.40937e-01 +3.73508e-01 -3.24739e-01 +1.90051e-01 +5.91989e-04 +2.05477e-05 
2767 -1.90010e-01 +3.24685e-01 -3.73476e-01 +3.40949e-01 +3.40949e-01 -3.73476e-01 +3.24685e-01 -1.90010e-01 +5.91981e-04 +2.05407e-05 
2768 +1.89969e-01 -3.24631e-01 +3.73444e-01 -3.40961e-01 -3.40961e-01 +3.73444e-01 -3.24631e-01 +1.89969e-01 +5.91972e-04 +2.05337e-05 
2769 -1.89928e-01 +3.24577e-01 -3.73412e-01 +3.40973e-01 +3.40973e-01 -3.73412e-01 +3.24577e-01 -1.89928e-01 +5.91964e-04 +2.05267e-05 
2770 +1.89888e-01 -3.24522e-01 +3.73380e-01 -3.40985e-01 -3.40985e-01 +3.73380e-01 -3.24522e-01 +1.89888e-01 +5.91956e-04 +2.05197e-05 
2771 -1.89847e-01 +3.24468e-01 -3.73349e-01 +3.40997e-01 +3.40997e-01 -3.73349e-01 +3.24468e-01 -1.89847e-01 +5.91947e-04 +2.05127e-05 
2772 +1.89806e-01 -3.24414e-01 +3.73317e-01 -3.41009e-01 -3.41009e-01 +3.73317e-01 -3.24414e-01 +1.89806e-01 +5.91939e-04 +2.05058e-05 
2773 -1.89766e-01 +3.24360e-01 -3.73285e-01 +3.41021e-01 +3.41021e-01 -3.73285e-01 +3.24360e-01 -1.89766e-01 +5.91931e-04 +2.04988e-05 
2774 +1.89725e-01 -3.24306e-01 +3.73253e-01 -3.41033e-01 -3.41033e-01 +3.73253e-01 -3.24306e-01 +1.89725e-01 +5.91922e-04 +2.04918e-05 
2775 -1.89685e-01 +3.24252e-01 -3.73221e-01 +3.41045e-01 +3.41045e-01 -3.73221e-01 +3.24252e-01 -1.89685e-01 +5.91914e-04 +2.04849e-05 
2776 +1.89644e-01 -3.24198e-01 +3.73189e-01 -3.41057e-01 -3.41057e-01 +3.73189e-01 -3.24198e-01 +1.89644e-01 +5.91906e-04 +2.04779e-05 
2777 -1.89604e-01 +3.24144e-01 -3.73158e-01 +3.41069e-01 +3.41069e-01 -3.73158e-01 +3.24144e-01 -1.89604e-01 +5.91897e-04 +2.04710e-05 
2778 +1.89563e-01 -3.24090e-01 +3.73126e-01 -3.41081e-01 -3.41081e-01 +3.73126e-01 -3.24090e-01 +1.89563e-01 +5.91889e-04 +2.04640e-05 
2779 -1.89522e-01 +3.24036e-01 -3.73094e-01 +3.41093e-01 +3.41093e-01 -3.73094e-01 +3.24036e-01 -1.89522e-01 +5.91881e-04 +2.04571e-05 
2780 +1.89482e-01 -3.23982e-01 +3.73062e-01 -3.41105e-01 -3.41105e-01 +3.73062e-01 -3.23982e-01 +1.89482e-01 +5.91872e-04 +2.04501e-05 
2781 -1.89442e-01 +3.23928e-01 -3.73030e-01 +3.41116e-01 +3.41116e-01 -3.73030e-01 +3.23928e-01 -1.89442e-01 +5.91864e-04 +2.04432e-05 
2782 +1.89401e-01 -3.23874e-01 +3.72998e-01 -3.41128e-01 -3.41128e-01 +3.72998e-01 -3.23874e-01 +1.89401e-01 +5.91856e-04 +2.04362e-05 
2783 -1.89361e-01 +3.23820e-01 -3.72966e-01 +3.41140e-01 +3.41140e-01 -3.72966e-01 +3.23820e-01 -1.89361e-01 +5.91848e-04 +2.04293e-05 
2784 +1.89320e-01 -3.23766e-01 +3.72934e-01 -3.41151e-01 -3.41151e-01 +3.72934e-01 -3.23766e-01 +1.89320e-01 +5.91839e-04 +2.04224e-05 
2785 -1.89280e-01 +3.23712e-01 -3.72903e-01 +3.41163e-01 +3.41163e-01 -3.72903e-01 +3.23712e-01 -1.89280e-01 +5.91831e-04 +2.04155e-05 
2786 +1.89240e-01 -3.23658e-01 +3.72871e-01 -3.41175e-01 -3.41175e-01 +3.72871e-01 -3.23658e-01 +1.89240e-01 +5.91823e-04 +2.04085e-05 
2787 -1.89199e-01 +3.23605e-01 -3.72839e-01 +3.41186e-01 +3.41186e-01 -3.72839e-01 +3.23605e-01 -1.89199e-01 +5.91814e-04 +2.04016e-05 
2788 +1.89159e-01 -3.23551e-01 +3.72807e-01 -3.41198e-01 -3.41198e-01 +3.72807e-01 -3.23551e-01 +1.89159e-01 +5.91806e-04 +2.03947e-05 
2789 -1.89119e-01 +3.23497e-01 -3.72775e-01 +3.41209e-01 +3.41209e-01 -3.72775e-01 +3.23497e-01 -1.89119e-01 +5.91798e-04 +2.03878e-05 
2790 +1.89078e-01 -3.23443e-01 +3.72743e-01 -3.41221e-01 -3.41221e-01 +3.72743e-01 -3.23443e-01 +1.89078e-01 +5.91790e-04 +2.03809e-05 
2791 -1.89038e-01 +3.23389e-01 -3.72711e-01 +3.41232e-01 +3.41232e-01 -3.72711e-01 +3.23389e-01 -1.89038e-01 +5.91782e-04 +2.03740e-05 
2792 +1.88998e-01 -3.23336e-01 +3.72679e-01 -3.41243e-01 -3.41243e-01 +3.72679e-01 -3.23336e-01 +1.88998e-01 +5.91773e-04 +2.03671e-05 
2793 -1.88958e-01 +3.23282e-01 -3.72647e-01 +3.41255e-01 +3.41255e-01 -3.72647e-01 +3.23282e-01 -1.88958e-01 +5.91765e-04 +2.03602e-05 
2794 +1.88917e-01 -3.23228e-01 +3.72615e-01 -3.41266e-01 -3.41266e-01 +3.72615e-01 -3.23228e-01 +1.88917e-01 +5.91757e-04 +2.03533e-05 
2795 -1.88877e-01 +3.23175e-01 -3.72583e-01 +3.41277e-01 +3.41277e-01 -3.72583e-01 +3.23175e-01 -1.88877e-01 +5.91749e-04 +2.03464e-05 
2796 +1.88837e-01 -3.23121e-01 +3.72552e-01 -3.41289e-01 -3.41289e-01 +3.72552e-01 -3.23121e-01 +1.88837e-01 +5.91740e-04 +2.03396e-05 
2797 -1.88797e-01 +3.23067e-01 -3.72520e-01 +3.41300e-01 +3.41300e-01 -3.72520e-01 +3.23067e-01 -1.88797e-01 +5.91732e-04 +2.03327e-05 
2798 +1.88757e-01 -3.23014e-01 +3.72488e-01 -3.41311e-01 -3.41311e-01 +3.72488e-01 -3.23014e-01 +1.88757e-01 +5.91724e-04 +2.03258e-05 
2799 -1.88717e-01 +3.22960e-01 -3.72456e-01 +3.41322e-01 +3.41322e-01 -3.72456e-01 +3.22960e-01 -1.88717e-01 +5.91716e-04 +2.03189e-05 
2800 +1.88677e-01 -3.22907e-01 +3.72424e-01 -3.41333e-01 -3.41333e-01 +3.72424e-01 -3.22907e-01 +1.88677e-01 +5.91708e-04 +2.03121e-05 
2801 -1.88637e-01 +3.22853e-01 -3.72392e-01 +3.41344e-01 +3.41344e-01 -3.72392e-01 +3.22853e-01 -1.88637e-01 +5.91700e-04 +2.03052e-05 
2802 +1.88596e-01 -3.22799e-01 +3.72360e-01 -3.41355e-01 -3.41355e-01 +3.72360e-01 -3.22799e-01 +1.88596e-01 +5.91691e-04 +2.02983e-05 
2803 -1.88556e-01 +3.22746e-01 -3.72328e-01 +3.41366e-01 +3.41366e-01 -3.72328e-01 +3.22746e-01 -1.88556e-01 +5.91683e-04 +2.02915e-05 
2804 +1.88516e-01 -3.22692e-01 +3.72296e-01 -3.41377e-01 -3.41377e-01 +3.72296e-01 -3.22692e-01 +1.88516e-01 +5.91675e-04 +2.02846e-05 
2805 -1.88476e-01 +3.22639e-01 -3.72264e-01 +3.41388e-01 +3.41388e-01 -3.72264e-01 +3.22639e-01 -1.88476e-01 +5.91667e-04 +2.02778e-05 
2806 +1.88437e-01 -3.22585e-01 +3.72232e-01 -3.41399e-01 -3.41399e-01 +3.72232e-01 -3.22585e-01 +1.88437e-01 +5.91659e-04 +2.02709e-05 
2807 -1.88397e-01 +3.22532e-01 -3.72200e-01 +3.41410e-01 +3.41410e-01 -3.72200e-01 +3.22532e-01 -1.88397e-01 +5.91651e-04 +2.02641e-05 
2808 +1.88357e-01 -3.22479e-01 +3.72168e-01 -3.41421e-01 -3.41421e-01 +3.72168e-01 -3.22479e-01 +1.88357e-01 +5.91642e-04 +2.02573e-05 
2809 -1.88317e-01 +3.22425e-01 -3.72136e-01 +3.41432e-01 +3.41432e-01 -3.72136e-01 +3.22425e-01 -1.88317e-01 +5.91634e-04 +2.02504e-05 
2810 +1.88277e-01 -3.22372e-01 +3.72104e-01 -3.41443e-01 -3.41443e-01 +3.72104e-01 -3.22372e-01 +1.88277e-01 +5.91626e-04 +2.02436e-05 
2811 -1.88237e-01 +3.22318e-01 -3.72072e-01 +3.41454e-01 +3.41454e-01 -3.72072e-01 +3.22318e-01 -1.88237e-01 +5.91618e-04 +2.02368e-05 
2812 +1.88197e-01 -3.22265e-01 +3.72040e-01 -3.41464e-01 -3.41464e-01 +3.72040e-01 -3.22265e-01 +1.88197e-01 +5.91610e-04 +2.02300e-05 
2813 -1.88157e-01 +3.22212e-01 -3.72008e-01 +3.41475e-01 +3.41475e-01 -3.72008e-01 +3.22212e-01 -1.88157e-01 +5.91602e-04 +2.02231e-05 
2814 +1.88118e-01 -3.22158e-01 +3.71976e-01 -3.41486e-01 -3.41486e-01 +3.71976e-01 -3.22158e-01 +1.88118e-01 +5.91594e-04 +2.02163e-05 
2815 -1.88078e-01 +3.22105e-01 -3.71944e-01 +3.41496e-01 +3.41496e-01 -3.71944e-01 +3.22105e-01 -1.88078e-01 +5.91586e-04 +2.02095e-05 
2816 +1.88038e-01 -3.22052e-01 +3.71912e-01 -3.41507e-01 -3.41507e-01 +3.71912e-01 -3.22052e-01 +1.88038e-01 +5.91578e-04 +2.02027e-05 
2817 -1.87998e-01 +3.21999e-01 -3.71880e-01 +3.41518e-01 +3.41518e-01 -3.71880e-01 +3.21999e-01 -1.87998e-01 +5.91569e-04 +2.01959e-05 
2818 +1.87959e-01 -3.21945e-01 +3.71848e-01 -3.41528e-01 -3.41528e-01 +3.71848e-01 -3.21945e-01 +1.87959e-01 +5.91561e-04 +2.01891e-05 
2819 -1.87919e-01 +3.21892e-01 -3.71816e-01 +3.41539e-01 +3.41539e-01 -3.71816e-01 +3.21892e-01 -1.87919e-01 +5.91553e-04 +2.01823e-05 
2820 +1.87879e-01 -3.21839e-01 +3.71784e-01 -3.41549e-01 -3.41549e-01 +3.71784e-01 -3.21839e-01 +1.87879e-01 +5.91545e-04 +2.01755e-05 
2821 -1.87840e-01 +3.21786e-01 -3.71752e-01 +3.41560e-01 +3.41560e-01 -3.71752e-01 +3.21786e-01 -1.87840e-01 +5.91537e-04 +2.01687e-05 
2822 +1.87800e-01 -3.21733e-01 +3.71720e-01 -3.41570e-01 -3.41570e-01 +3.71720e-01 -3.21733e-01 +1.87800e-01 +5.91529e-04 +2.01620e-05 
2823 -1.87760e-01 +3.21680e-01 -3.71688e-01 +3.41580e-01 +3.41580e-01 -3.71688e-01 +3.21680e-01 -1.87760e-01 +5.91521e-04 +2.01552e-05 
2824 +1.87721e-01 -3.21626e-01 +3.71656e-01 -3.41591e-01 -3.41591e-01 +3.71656e-01 -3.21626e-01 +1.87721e-01 +5.91513e-04 +2.01484e-05 
2825 -1.87681e-01 +3.21573e-01 -3.71624e-01 +3.41601e-01 +3.41601e-01 -3.71624e-01 +3.21573e-01 -1.87681e-01 +5.91505e-04 +2.01416e-05 
2826 +1.87642e-01 -3.21520e-01 +3.71592e-01 -3.41611e-01 -3.41611e-01 +3.71592e-01 -3.21520e-01 +1.87642e-01 +5.91497e-04 +2.01349e-05 
2827 -1.87602e-01 +3.21467e-01 -3.71560e-01 +3.41622e-01 +3.41622e-01 -3.71560e-01 +3.21467e-01 -1.87602e-01 +5.91489e-04 +2.01281e-05 
2828 +1.87562e-01 -3.21414e-01 +3.71528e-01 -3.41632e-01 -3.41632e-01 +3.71528e-01 -3.21414e-01 +1.87562e-01 +5.91481e-04 +2.01213e-05 
2829 -1.87523e-01 +3.21361e-01 -3.71496e-01 +3.41642e-01 +3.41642e-01 -3.71496e-01 +3.21361e-01 -1.87523e-01 +5.91473e-04 +2.01146e-05 
2830 +1.87483e-01 -3.21308e-01 +3.71464e-01 -3.41652e-01 -3.41652e-01 +3.71464e-01 -3.21308e-01 +1.87483e-01 +5.91465e-04 +2.01078e-05 
2831 -1.87444e-01 +3.21255e-01 -3.71432e-01 +3.41663e-01 +3.41663e-01 -3.71432e-01 +3.21255e-01 -1.87444e-01 +5.91457e-04 +2.01011e-05 
2832 +1.87405e-01 -3.21202e-01 +3.71400e-01 -3.41673e-01 -3.41673e-01 +3.71400e-01 -3.21202e-01 +1.87405e-01 +5.91449e-04 +2.00943e-05 
2833 -1.87365e-01 +3.21149e-01 -3.71368e-01 +3.41683e-01 +3.41683e-01 -3.71368e-01 +3.21149e-01 -1.87365e-01 +5.91441e-04 +2.00876e-05 
2834 +1.87326e-01 -3.21096e-01 +3.71336e-01 -3.41693e-01 -3.41693e-01 +3.71336e-01 -3.21096e-01 +1.87326e-01 +5.91433e-04 +2.00808e-05 
2835 -1.87286e-01 +3.21044e-01 -3.71304e-01 +3.41703e-01 +3.41703e-01 -3.71304e-01 +3.21044e-01 -1.87286e-01 +5.91425e-04 +2.00741e-05 
2836 +1.87247e-01 -3.20991e-01 +3.71271e-01 -3.41713e-01 -3.41713e-01 +3.71271e-01 -3.20991e-01 +1.87247e-01 +5.91417e-04 +2.00673e-05 
2837 -1.87208e-01 +3.20938e-01 -3.71239e-01 +3.41723e-01 +3.41723e-01 -3.71239e-01 +3.20938e-01 -1.87208e-01 +5.91409e-04 +2.00606e-05 
2838 +1.87168e-01 -3.20885e-01 +3.71207e-01 -3.41733e-01 -3.41733e-01 +3.71207e-01 -3.20885e-01 +1.87168e-01 +5.91401e-04 +2.00539e-05 
2839 -1.87129e-01 +3.20832e-01 -3.71175e-01 +3.41743e-01 +3.41743e-01 -3.71175e-01 +3.20832e-01 -1.87129e-01 +5.91393e-04 +2.00472e-05 
2840 +1.87090e-01 -3.20779e-01 +3.71143e-01 -3.41752e-01 -3.41752e-01 +3.71143e-01 -3.20779e-01 +1.87090e-01 +5.91385e-04 +2.00404e-05 
2841 -1.87050e-01 +3.20727e-01 -3.71111e-01 +3.41762e-01 +3.41762e-01 -3.71111e-01 +3.20727e-01 -1.87050e-01 +5.91377e-04 +2.00337e-05 
2842 +1.87011e-01 -3.20674e-01 +3.71079e-01 -3.41772e-01 -3.41772e-01 +3.71079e-01 -3.20674e-01 +1.87011e-01 +5.91369e-04 +2.00270e-05 
2843 -1.86972e-01 +3.20621e-01 -3.71047e-01 +3.41782e-01 +3.41782e-01 -3.71047e-01 +3.20621e-01 -1.86972e-01 +5.91361e-04 +2.00203e-05 
2844 +1.86933e-01 -3.20568e-01 +3.71015e-01 -3.41792e-01 -3.41792e-01 +3.71015e-01 -3.20568e-01 +1.86933e-01 +5.91353e-04 +2.00136e-05 
2845 -1.86894e-01 +3.20516e-01 -3.70983e-01 +3.41801e-01 +3.41801e-01 -3.70983e-01 +3.20516e-01 -1.86894e-01 +5.91345e-04 +2.00069e-05 
