
 OUTPUT FROM bailey_pset7_problem2.m 

 Finding Eigenvectors and Eigenvalues Using Shifted Power Method 
 Using x same as the initial guess vector. 
Iter.    x(1)      x(2)          x(3)          x(4)        x(n-3)      x(n-2)      x(n-1)        x(n)        lambda       check
2552 +1.99274e-01 -3.36818e-01 +3.80188e-01 -3.37487e-01 -3.37487e-01 +3.80188e-01 -3.36818e-01 +1.99274e-01 +5.93920e-04 +2.21462e-05 
2553 -1.99228e-01 +3.36759e-01 -3.80157e-01 +3.37508e-01 +3.37508e-01 -3.80157e-01 +3.36759e-01 -1.99228e-01 +5.93910e-04 +2.21382e-05 
2554 +1.99183e-01 -3.36700e-01 +3.80127e-01 -3.37528e-01 -3.37528e-01 +3.80127e-01 -3.36700e-01 +1.99183e-01 +5.93900e-04 +2.21302e-05 
2555 -1.99137e-01 +3.36641e-01 -3.80096e-01 +3.37548e-01 +3.37548e-01 -3.80096e-01 +3.36641e-01 -1.99137e-01 +5.93890e-04 +2.21222e-05 
2556 +1.99092e-01 -3.36583e-01 +3.80066e-01 -3.37568e-01 -3.37568e-01 +3.80066e-01 -3.36583e-01 +1.99092e-01 +5.93881e-04 +2.21143e-05 
2557 -1.99046e-01 +3.36524e-01 -3.80035e-01 +3.37589e-01 +3.37589e-01 -3.80035e-01 +3.36524e-01 -1.99046e-01 +5.93871e-04 +2.21063e-05 
2558 +1.99001e-01 -3.36466e-01 +3.80005e-01 -3.37609e-01 -3.37609e-01 +3.80005e-01 -3.36466e-01 +1.99001e-01 +5.93861e-04 +2.20983e-05 
2559 -1.98956e-01 +3.36407e-01 -3.79974e-01 +3.37629e-01 +3.37629e-01 -3.79974e-01 +3.36407e-01 -1.98956e-01 +5.93852e-04 +2.20904e-05 
2560 +1.98910e-01 -3.36348e-01 +3.79944e-01 -3.37649e-01 -3.37649e-01 +3.79944e-01 -3.36348e-01 +1.98910e-01 +5.93842e-04 +2.20824e-05 
2561 -1.98865e-01 +3.36290e-01 -3.79913e-01 +3.37669e-01 +3.37669e-01 -3.79913e-01 +3.36290e-01 -1.98865e-01 +5.93832e-04 +2.20745e-05 
2562 +1.98819e-01 -3.36231e-01 +3.79883e-01 -3.37689e-01 -3.37689e-01 +3.79883e-01 -3.36231e-01 +1.98819e-01 +5.93823e-04 +2.20665e-05 
2563 -1.98774e-01 +3.36173e-01 -3.79852e-01 +3.37709e-01 +3.37709e-01 -3.79852e-01 +3.36173e-01 -1.98774e-01 +5.93813e-04 +2.20586e-05 
2564 +1.98729e-01 -3.36114e-01 +3.79821e-01 -3.37728e-01 -3.37728e-01 +3.79821e-01 -3.36114e-01 +1.98729e-01 +5.93803e-04 +2.20506e-05 
2565 -1.98683e-01 +3.36056e-01 -3.79791e-01 +3.37748e-01 +3.37748e-01 -3.79791e-01 +3.36056e-01 -1.98683e-01 +5.93794e-04 +2.20427e-05 
2566 +1.98638e-01 -3.35998e-01 +3.79760e-01 -3.37768e-01 -3.37768e-01 +3.79760e-01 -3.35998e-01 +1.98638e-01 +5.93784e-04 +2.20348e-05 
2567 -1.98593e-01 +3.35939e-01 -3.79730e-01 +3.37788e-01 +3.37788e-01 -3.79730e-01 +3.35939e-01 -1.98593e-01 +5.93775e-04 +2.20269e-05 
2568 +1.98548e-01 -3.35881e-01 +3.79699e-01 -3.37807e-01 -3.37807e-01 +3.79699e-01 -3.35881e-01 +1.98548e-01 +5.93765e-04 +2.20190e-05 
2569 -1.98503e-01 +3.35822e-01 -3.79668e-01 +3.37827e-01 +3.37827e-01 -3.79668e-01 +3.35822e-01 -1.98503e-01 +5.93755e-04 +2.20110e-05 
2570 +1.98457e-01 -3.35764e-01 +3.79638e-01 -3.37847e-01 -3.37847e-01 +3.79638e-01 -3.35764e-01 +1.98457e-01 +5.93746e-04 +2.20031e-05 
2571 -1.98412e-01 +3.35706e-01 -3.79607e-01 +3.37866e-01 +3.37866e-01 -3.79607e-01 +3.35706e-01 -1.98412e-01 +5.93736e-04 +2.19953e-05 
2572 +1.98367e-01 -3.35647e-01 +3.79577e-01 -3.37886e-01 -3.37886e-01 +3.79577e-01 -3.35647e-01 +1.98367e-01 +5.93727e-04 +2.19874e-05 
2573 -1.98322e-01 +3.35589e-01 -3.79546e-01 +3.37905e-01 +3.37905e-01 -3.79546e-01 +3.35589e-01 -1.98322e-01 +5.93717e-04 +2.19795e-05 
2574 +1.98277e-01 -3.35531e-01 +3.79515e-01 -3.37925e-01 -3.37925e-01 +3.79515e-01 -3.35531e-01 +1.98277e-01 +5.93707e-04 +2.19716e-05 
2575 -1.98232e-01 +3.35473e-01 -3.79485e-01 +3.37944e-01 +3.37944e-01 -3.79485e-01 +3.35473e-01 -1.98232e-01 +5.93698e-04 +2.19637e-05 
2576 +1.98187e-01 -3.35414e-01 +3.79454e-01 -3.37963e-01 -3.37963e-01 +3.79454e-01 -3.35414e-01 +1.98187e-01 +5.93688e-04 +2.19558e-05 
2577 -1.98142e-01 +3.35356e-01 -3.79423e-01 +3.37983e-01 +3.37983e-01 -3.79423e-01 +3.35356e-01 -1.98142e-01 +5.93679e-04 +2.19480e-05 
2578 +1.98097e-01 -3.35298e-01 +3.79393e-01 -3.38002e-01 -3.38002e-01 +3.79393e-01 -3.35298e-01 +1.98097e-01 +5.93669e-04 +2.19401e-05 
2579 -1.98052e-01 +3.35240e-01 -3.79362e-01 +3.38021e-01 +3.38021e-01 -3.79362e-01 +3.35240e-01 -1.98052e-01 +5.93660e-04 +2.19323e-05 
2580 +1.98007e-01 -3.35182e-01 +3.79331e-01 -3.38040e-01 -3.38040e-01 +3.79331e-01 -3.35182e-01 +1.98007e-01 +5.93650e-04 +2.19244e-05 
2581 -1.97962e-01 +3.35124e-01 -3.79301e-01 +3.38060e-01 +3.38060e-01 -3.79301e-01 +3.35124e-01 -1.97962e-01 +5.93641e-04 +2.19166e-05 
2582 +1.97918e-01 -3.35066e-01 +3.79270e-01 -3.38079e-01 -3.38079e-01 +3.79270e-01 -3.35066e-01 +1.97918e-01 +5.93631e-04 +2.19087e-05 
2583 -1.97873e-01 +3.35008e-01 -3.79239e-01 +3.38098e-01 +3.38098e-01 -3.79239e-01 +3.35008e-01 -1.97873e-01 +5.93622e-04 +2.19009e-05 
2584 +1.97828e-01 -3.34950e-01 +3.79209e-01 -3.38117e-01 -3.38117e-01 +3.79209e-01 -3.34950e-01 +1.97828e-01 +5.93612e-04 +2.18931e-05 
2585 -1.97783e-01 +3.34892e-01 -3.79178e-01 +3.38136e-01 +3.38136e-01 -3.79178e-01 +3.34892e-01 -1.97783e-01 +5.93603e-04 +2.18852e-05 
2586 +1.97738e-01 -3.34834e-01 +3.79147e-01 -3.38155e-01 -3.38155e-01 +3.79147e-01 -3.34834e-01 +1.97738e-01 +5.93593e-04 +2.18774e-05 
2587 -1.97694e-01 +3.34776e-01 -3.79116e-01 +3.38174e-01 +3.38174e-01 -3.79116e-01 +3.34776e-01 -1.97694e-01 +5.93584e-04 +2.18696e-05 
2588 +1.97649e-01 -3.34718e-01 +3.79086e-01 -3.38193e-01 -3.38193e-01 +3.79086e-01 -3.34718e-01 +1.97649e-01 +5.93574e-04 +2.18618e-05 
2589 -1.97604e-01 +3.34660e-01 -3.79055e-01 +3.38211e-01 +3.38211e-01 -3.79055e-01 +3.34660e-01 -1.97604e-01 +5.93565e-04 +2.18540e-05 
2590 +1.97559e-01 -3.34602e-01 +3.79024e-01 -3.38230e-01 -3.38230e-01 +3.79024e-01 -3.34602e-01 +1.97559e-01 +5.93555e-04 +2.18462e-05 
2591 -1.97515e-01 +3.34544e-01 -3.78993e-01 +3.38249e-01 +3.38249e-01 -3.78993e-01 +3.34544e-01 -1.97515e-01 +5.93546e-04 +2.18384e-05 
2592 +1.97470e-01 -3.34486e-01 +3.78962e-01 -3.38268e-01 -3.38268e-01 +3.78962e-01 -3.34486e-01 +1.97470e-01 +5.93536e-04 +2.18306e-05 
2593 -1.97426e-01 +3.34428e-01 -3.78932e-01 +3.38286e-01 +3.38286e-01 -3.78932e-01 +3.34428e-01 -1.97426e-01 +5.93527e-04 +2.18228e-05 
2594 +1.97381e-01 -3.34370e-01 +3.78901e-01 -3.38305e-01 -3.38305e-01 +3.78901e-01 -3.34370e-01 +1.97381e-01 +5.93517e-04 +2.18151e-05 
2595 -1.97336e-01 +3.34313e-01 -3.78870e-01 +3.38323e-01 +3.38323e-01 -3.78870e-01 +3.34313e-01 -1.97336e-01 +5.93508e-04 +2.18073e-05 
2596 +1.97292e-01 -3.34255e-01 +3.78839e-01 -3.38342e-01 -3.38342e-01 +3.78839e-01 -3.34255e-01 +1.97292e-01 +5.93499e-04 +2.17995e-05 
2597 -1.97247e-01 +3.34197e-01 -3.78808e-01 +3.38360e-01 +3.38360e-01 -3.78808e-01 +3.34197e-01 -1.97247e-01 +5.93489e-04 +2.17918e-05 
2598 +1.97203e-01 -3.34139e-01 +3.78778e-01 -3.38379e-01 -3.38379e-01 +3.78778e-01 -3.34139e-01 +1.97203e-01 +5.93480e-04 +2.17840e-05 
2599 -1.97158e-01 +3.34082e-01 -3.78747e-01 +3.38397e-01 +3.38397e-01 -3.78747e-01 +3.34082e-01 -1.97158e-01 +5.93470e-04 +2.17763e-05 
2600 +1.97114e-01 -3.34024e-01 +3.78716e-01 -3.38416e-01 -3.38416e-01 +3.78716e-01 -3.34024e-01 +1.97114e-01 +5.93461e-04 +2.17685e-05 
2601 -1.97070e-01 +3.33966e-01 -3.78685e-01 +3.38434e-01 +3.38434e-01 -3.78685e-01 +3.33966e-01 -1.97070e-01 +5.93452e-04 +2.17608e-05 
2602 +1.97025e-01 -3.33909e-01 +3.78654e-01 -3.38452e-01 -3.38452e-01 +3.78654e-01 -3.33909e-01 +1.97025e-01 +5.93442e-04 +2.17530e-05 
2603 -1.96981e-01 +3.33851e-01 -3.78623e-01 +3.38470e-01 +3.38470e-01 -3.78623e-01 +3.33851e-01 -1.96981e-01 +5.93433e-04 +2.17453e-05 
2604 +1.96937e-01 -3.33794e-01 +3.78592e-01 -3.38489e-01 -3.38489e-01 +3.78592e-01 -3.33794e-01 +1.96937e-01 +5.93423e-04 +2.17376e-05 
2605 -1.96892e-01 +3.33736e-01 -3.78562e-01 +3.38507e-01 +3.38507e-01 -3.78562e-01 +3.33736e-01 -1.96892e-01 +5.93414e-04 +2.17299e-05 
2606 +1.96848e-01 -3.33678e-01 +3.78531e-01 -3.38525e-01 -3.38525e-01 +3.78531e-01 -3.33678e-01 +1.96848e-01 +5.93405e-04 +2.17221e-05 
2607 -1.96804e-01 +3.33621e-01 -3.78500e-01 +3.38543e-01 +3.38543e-01 -3.78500e-01 +3.33621e-01 -1.96804e-01 +5.93395e-04 +2.17144e-05 
2608 +1.96759e-01 -3.33563e-01 +3.78469e-01 -3.38561e-01 -3.38561e-01 +3.78469e-01 -3.33563e-01 +1.96759e-01 +5.93386e-04 +2.17067e-05 
2609 -1.96715e-01 +3.33506e-01 -3.78438e-01 +3.38579e-01 +3.38579e-01 -3.78438e-01 +3.33506e-01 -1.96715e-01 +5.93377e-04 +2.16990e-05 
2610 +1.96671e-01 -3.33448e-01 +3.78407e-01 -3.38597e-01 -3.38597e-01 +3.78407e-01 -3.33448e-01 +1.96671e-01 +5.93367e-04 +2.16913e-05 
2611 -1.96627e-01 +3.33391e-01 -3.78376e-01 +3.38615e-01 +3.38615e-01 -3.78376e-01 +3.33391e-01 -1.96627e-01 +5.93358e-04 +2.16836e-05 
2612 +1.96583e-01 -3.33333e-01 +3.78345e-01 -3.38633e-01 -3.38633e-01 +3.78345e-01 -3.33333e-01 +1.96583e-01 +5.93349e-04 +2.16760e-05 
2613 -1.96539e-01 +3.33276e-01 -3.78314e-01 +3.38651e-01 +3.38651e-01 -3.78314e-01 +3.33276e-01 -1.96539e-01 +5.93339e-04 +2.16683e-05 
2614 +1.96494e-01 -3.33219e-01 +3.78283e-01 -3.38668e-01 -3.38668e-01 +3.78283e-01 -3.33219e-01 +1.96494e-01 +5.93330e-04 +2.16606e-05 
2615 -1.96450e-01 +3.33161e-01 -3.78252e-01 +3.38686e-01 +3.38686e-01 -3.78252e-01 +3.33161e-01 -1.96450e-01 +5.93321e-04 +2.16529e-05 
2616 +1.96406e-01 -3.33104e-01 +3.78221e-01 -3.38704e-01 -3.38704e-01 +3.78221e-01 -3.33104e-01 +1.96406e-01 +5.93311e-04 +2.16453e-05 
2617 -1.96362e-01 +3.33047e-01 -3.78190e-01 +3.38722e-01 +3.38722e-01 -3.78190e-01 +3.33047e-01 -1.96362e-01 +5.93302e-04 +2.16376e-05 
2618 +1.96318e-01 -3.32989e-01 +3.78159e-01 -3.38739e-01 -3.38739e-01 +3.78159e-01 -3.32989e-01 +1.96318e-01 +5.93293e-04 +2.16299e-05 
2619 -1.96274e-01 +3.32932e-01 -3.78129e-01 +3.38757e-01 +3.38757e-01 -3.78129e-01 +3.32932e-01 -1.96274e-01 +5.93284e-04 +2.16223e-05 
2620 +1.96230e-01 -3.32875e-01 +3.78098e-01 -3.38774e-01 -3.38774e-01 +3.78098e-01 -3.32875e-01 +1.96230e-01 +5.93274e-04 +2.16146e-05 
2621 -1.96186e-01 +3.32818e-01 -3.78067e-01 +3.38792e-01 +3.38792e-01 -3.78067e-01 +3.32818e-01 -1.96186e-01 +5.93265e-04 +2.16070e-05 
2622 +1.96142e-01 -3.32760e-01 +3.78036e-01 -3.38809e-01 -3.38809e-01 +3.78036e-01 -3.32760e-01 +1.96142e-01 +5.93256e-04 +2.15994e-05 
2623 -1.96099e-01 +3.32703e-01 -3.78005e-01 +3.38827e-01 +3.38827e-01 -3.78005e-01 +3.32703e-01 -1.96099e-01 +5.93247e-04 +2.15917e-05 
2624 +1.96055e-01 -3.32646e-01 +3.77973e-01 -3.38844e-01 -3.38844e-01 +3.77973e-01 -3.32646e-01 +1.96055e-01 +5.93237e-04 +2.15841e-05 
2625 -1.96011e-01 +3.32589e-01 -3.77942e-01 +3.38862e-01 +3.38862e-01 -3.77942e-01 +3.32589e-01 -1.96011e-01 +5.93228e-04 +2.15765e-05 
2626 +1.95967e-01 -3.32532e-01 +3.77911e-01 -3.38879e-01 -3.38879e-01 +3.77911e-01 -3.32532e-01 +1.95967e-01 +5.93219e-04 +2.15689e-05 
2627 -1.95923e-01 +3.32475e-01 -3.77880e-01 +3.38896e-01 +3.38896e-01 -3.77880e-01 +3.32475e-01 -1.95923e-01 +5.93210e-04 +2.15613e-05 
2628 +1.95879e-01 -3.32418e-01 +3.77849e-01 -3.38914e-01 -3.38914e-01 +3.77849e-01 -3.32418e-01 +1.95879e-01 +5.93201e-04 +2.15537e-05 
2629 -1.95836e-01 +3.32360e-01 -3.77818e-01 +3.38931e-01 +3.38931e-01 -3.77818e-01 +3.32360e-01 -1.95836e-01 +5.93191e-04 +2.15460e-05 
2630 +1.95792e-01 -3.32303e-01 +3.77787e-01 -3.38948e-01 -3.38948e-01 +3.77787e-01 -3.32303e-01 +1.95792e-01 +5.93182e-04 +2.15385e-05 
2631 -1.95748e-01 +3.32246e-01 -3.77756e-01 +3.38965e-01 +3.38965e-01 -3.77756e-01 +3.32246e-01 -1.95748e-01 +5.93173e-04 +2.15309e-05 
2632 +1.95704e-01 -3.32189e-01 +3.77725e-01 -3.38982e-01 -3.38982e-01 +3.77725e-01 -3.32189e-01 +1.95704e-01 +5.93164e-04 +2.15233e-05 
2633 -1.95661e-01 +3.32132e-01 -3.77694e-01 +3.38999e-01 +3.38999e-01 -3.77694e-01 +3.32132e-01 -1.95661e-01 +5.93155e-04 +2.15157e-05 
2634 +1.95617e-01 -3.32075e-01 +3.77663e-01 -3.39016e-01 -3.39016e-01 +3.77663e-01 -3.32075e-01 +1.95617e-01 +5.93145e-04 +2.15081e-05 
2635 -1.95574e-01 +3.32019e-01 -3.77632e-01 +3.39033e-01 +3.39033e-01 -3.77632e-01 +3.32019e-01 -1.95574e-01 +5.93136e-04 +2.15005e-05 
2636 +1.95530e-01 -3.31962e-01 +3.77601e-01 -3.39050e-01 -3.39050e-01 +3.77601e-01 -3.31962e-01 +1.95530e-01 +5.93127e-04 +2.14930e-05 
2637 -1.95486e-01 +3.31905e-01 -3.77570e-01 +3.39067e-01 +3.39067e-01 -3.77570e-01 +3.31905e-01 -1.95486e-01 +5.93118e-04 +2.14854e-05 
2638 +1.95443e-01 -3.31848e-01 +3.77539e-01 -3.39084e-01 -3.39084e-01 +3.77539e-01 -3.31848e-01 +1.95443e-01 +5.93109e-04 +2.14779e-05 
2639 -1.95399e-01 +3.31791e-01 -3.77507e-01 +3.39101e-01 +3.39101e-01 -3.77507e-01 +3.31791e-01 -1.95399e-01 +5.93100e-04 +2.14703e-05 
2640 +1.95356e-01 -3.31734e-01 +3.77476e-01 -3.39117e-01 -3.39117e-01 +3.77476e-01 -3.31734e-01 +1.95356e-01 +5.93090e-04 +2.14627e-05 
2641 -1.95312e-01 +3.31677e-01 -3.77445e-01 +3.39134e-01 +3.39134e-01 -3.77445e-01 +3.31677e-01 -1.95312e-01 +5.93081e-04 +2.14552e-05 
2642 +1.95269e-01 -3.31621e-01 +3.77414e-01 -3.39151e-01 -3.39151e-01 +3.77414e-01 -3.31621e-01 +1.95269e-01 +5.93072e-04 +2.14477e-05 
2643 -1.95225e-01 +3.31564e-01 -3.77383e-01 +3.39168e-01 +3.39168e-01 -3.77383e-01 +3.31564e-01 -1.95225e-01 +5.93063e-04 +2.14401e-05 
2644 +1.95182e-01 -3.31507e-01 +3.77352e-01 -3.39184e-01 -3.39184e-01 +3.77352e-01 -3.31507e-01 +1.95182e-01 +5.93054e-04 +2.14326e-05 
2645 -1.95139e-01 +3.31450e-01 -3.77321e-01 +3.39201e-01 +3.39201e-01 -3.77321e-01 +3.31450e-01 -1.95139e-01 +5.93045e-04 +2.14251e-05 
2646 +1.95095e-01 -3.31394e-01 +3.77289e-01 -3.39217e-01 -3.39217e-01 +3.77289e-01 -3.31394e-01 +1.95095e-01 +5.93036e-04 +2.14176e-05 
2647 -1.95052e-01 +3.31337e-01 -3.77258e-01 +3.39234e-01 +3.39234e-01 -3.77258e-01 +3.31337e-01 -1.95052e-01 +5.93027e-04 +2.14100e-05 
2648 +1.95009e-01 -3.31280e-01 +3.77227e-01 -3.39250e-01 -3.39250e-01 +3.77227e-01 -3.31280e-01 +1.95009e-01 +5.93018e-04 +2.14025e-05 
2649 -1.94965e-01 +3.31224e-01 -3.77196e-01 +3.39267e-01 +3.39267e-01 -3.77196e-01 +3.31224e-01 -1.94965e-01 +5.93009e-04 +2.13950e-05 
2650 +1.94922e-01 -3.31167e-01 +3.77165e-01 -3.39283e-01 -3.39283e-01 +3.77165e-01 -3.31167e-01 +1.94922e-01 +5.92999e-04 +2.13875e-05 
2651 -1.94879e-01 +3.31110e-01 -3.77133e-01 +3.39300e-01 +3.39300e-01 -3.77133e-01 +3.31110e-01 -1.94879e-01 +5.92990e-04 +2.13800e-05 
2652 +1.94835e-01 -3.31054e-01 +3.77102e-01 -3.39316e-01 -3.39316e-01 +3.77102e-01 -3.31054e-01 +1.94835e-01 +5.92981e-04 +2.13725e-05 
2653 -1.94792e-01 +3.30997e-01 -3.77071e-01 +3.39332e-01 +3.39332e-01 -3.77071e-01 +3.30997e-01 -1.94792e-01 +5.92972e-04 +2.13650e-05 
2654 +1.94749e-01 -3.30941e-01 +3.77040e-01 -3.39348e-01 -3.39348e-01 +3.77040e-01 -3.30941e-01 +1.94749e-01 +5.92963e-04 +2.13576e-05 
2655 -1.94706e-01 +3.30884e-01 -3.77009e-01 +3.39365e-01 +3.39365e-01 -3.77009e-01 +3.30884e-01 -1.94706e-01 +5.92954e-04 +2.13501e-05 
2656 +1.94663e-01 -3.30828e-01 +3.76977e-01 -3.39381e-01 -3.39381e-01 +3.76977e-01 -3.30828e-01 +1.94663e-01 +5.92945e-04 +2.13426e-05 
2657 -1.94620e-01 +3.30771e-01 -3.76946e-01 +3.39397e-01 +3.39397e-01 -3.76946e-01 +3.30771e-01 -1.94620e-01 +5.92936e-04 +2.13351e-05 
2658 +1.94577e-01 -3.30715e-01 +3.76915e-01 -3.39413e-01 -3.39413e-01 +3.76915e-01 -3.30715e-01 +1.94577e-01 +5.92927e-04 +2.13277e-05 
2659 -1.94533e-01 +3.30658e-01 -3.76884e-01 +3.39429e-01 +3.39429e-01 -3.76884e-01 +3.30658e-01 -1.94533e-01 +5.92918e-04 +2.13202e-05 
2660 +1.94490e-01 -3.30602e-01 +3.76852e-01 -3.39445e-01 -3.39445e-01 +3.76852e-01 -3.30602e-01 +1.94490e-01 +5.92909e-04 +2.13128e-05 
2661 -1.94447e-01 +3.30546e-01 -3.76821e-01 +3.39461e-01 +3.39461e-01 -3.76821e-01 +3.30546e-01 -1.94447e-01 +5.92900e-04 +2.13053e-05 
2662 +1.94404e-01 -3.30489e-01 +3.76790e-01 -3.39477e-01 -3.39477e-01 +3.76790e-01 -3.30489e-01 +1.94404e-01 +5.92891e-04 +2.12979e-05 
2663 -1.94361e-01 +3.30433e-01 -3.76759e-01 +3.39493e-01 +3.39493e-01 -3.76759e-01 +3.30433e-01 -1.94361e-01 +5.92882e-04 +2.12904e-05 
2664 +1.94318e-01 -3.30377e-01 +3.76727e-01 -3.39509e-01 -3.39509e-01 +3.76727e-01 -3.30377e-01 +1.94318e-01 +5.92873e-04 +2.12830e-05 
2665 -1.94276e-01 +3.30320e-01 -3.76696e-01 +3.39525e-01 +3.39525e-01 -3.76696e-01 +3.30320e-01 -1.94276e-01 +5.92864e-04 +2.12756e-05 
2666 +1.94233e-01 -3.30264e-01 +3.76665e-01 -3.39540e-01 -3.39540e-01 +3.76665e-01 -3.30264e-01 +1.94233e-01 +5.92855e-04 +2.12681e-05 
2667 -1.94190e-01 +3.30208e-01 -3.76633e-01 +3.39556e-01 +3.39556e-01 -3.76633e-01 +3.30208e-01 -1.94190e-01 +5.92846e-04 +2.12607e-05 
2668 +1.94147e-01 -3.30151e-01 +3.76602e-01 -3.39572e-01 -3.39572e-01 +3.76602e-01 -3.30151e-01 +1.94147e-01 +5.92837e-04 +2.12533e-05 
2669 -1.94104e-01 +3.30095e-01 -3.76571e-01 +3.39587e-01 +3.39587e-01 -3.76571e-01 +3.30095e-01 -1.94104e-01 +5.92828e-04 +2.12459e-05 
2670 +1.94061e-01 -3.30039e-01 +3.76539e-01 -3.39603e-01 -3.39603e-01 +3.76539e-01 -3.30039e-01 +1.94061e-01 +5.92819e-04 +2.12385e-05 
2671 -1.94018e-01 +3.29983e-01 -3.76508e-01 +3.39619e-01 +3.39619e-01 -3.76508e-01 +3.29983e-01 -1.94018e-01 +5.92810e-04 +2.12311e-05 
2672 +1.93976e-01 -3.29927e-01 +3.76477e-01 -3.39634e-01 -3.39634e-01 +3.76477e-01 -3.29927e-01 +1.93976e-01 +5.92802e-04 +2.12237e-05 
2673 -1.93933e-01 +3.29871e-01 -3.76445e-01 +3.39650e-01 +3.39650e-01 -3.76445e-01 +3.29871e-01 -1.93933e-01 +5.92793e-04 +2.12163e-05 
2674 +1.93890e-01 -3.29814e-01 +3.76414e-01 -3.39665e-01 -3.39665e-01 +3.76414e-01 -3.29814e-01 +1.93890e-01 +5.92784e-04 +2.12089e-05 
2675 -1.93847e-01 +3.29758e-01 -3.76383e-01 +3.39681e-01 +3.39681e-01 -3.76383e-01 +3.29758e-01 -1.93847e-01 +5.92775e-04 +2.12015e-05 
2676 +1.93805e-01 -3.29702e-01 +3.76351e-01 -3.39696e-01 -3.39696e-01 +3.76351e-01 -3.29702e-01 +1.93805e-01 +5.92766e-04 +2.11941e-05 
2677 -1.93762e-01 +3.29646e-01 -3.76320e-01 +3.39712e-01 +3.39712e-01 -3.76320e-01 +3.29646e-01 -1.93762e-01 +5.92757e-04 +2.11868e-05 
2678 +1.93719e-01 -3.29590e-01 +3.76289e-01 -3.39727e-01 -3.39727e-01 +3.76289e-01 -3.29590e-01 +1.93719e-01 +5.92748e-04 +2.11794e-05 
2679 -1.93677e-01 +3.29534e-01 -3.76257e-01 +3.39742e-01 +3.39742e-01 -3.76257e-01 +3.29534e-01 -1.93677e-01 +5.92739e-04 +2.11720e-05 
2680 +1.93634e-01 -3.29478e-01 +3.76226e-01 -3.39757e-01 -3.39757e-01 +3.76226e-01 -3.29478e-01 +1.93634e-01 +5.92730e-04 +2.11647e-05 
2681 -1.93591e-01 +3.29422e-01 -3.76195e-01 +3.39773e-01 +3.39773e-01 -3.76195e-01 +3.29422e-01 -1.93591e-01 +5.92721e-04 +2.11573e-05 
2682 +1.93549e-01 -3.29366e-01 +3.76163e-01 -3.39788e-01 -3.39788e-01 +3.76163e-01 -3.29366e-01 +1.93549e-01 +5.92713e-04 +2.11499e-05 
2683 -1.93506e-01 +3.29310e-01 -3.76132e-01 +3.39803e-01 +3.39803e-01 -3.76132e-01 +3.29310e-01 -1.93506e-01 +5.92704e-04 +2.11426e-05 
2684 +1.93464e-01 -3.29254e-01 +3.76100e-01 -3.39818e-01 -3.39818e-01 +3.76100e-01 -3.29254e-01 +1.93464e-01 +5.92695e-04 +2.11352e-05 
2685 -1.93421e-01 +3.29198e-01 -3.76069e-01 +3.39833e-01 +3.39833e-01 -3.76069e-01 +3.29198e-01 -1.93421e-01 +5.92686e-04 +2.11279e-05 
2686 +1.93379e-01 -3.29143e-01 +3.76038e-01 -3.39848e-01 -3.39848e-01 +3.76038e-01 -3.29143e-01 +1.93379e-01 +5.92677e-04 +2.11206e-05 
2687 -1.93336e-01 +3.29087e-01 -3.76006e-01 +3.39863e-01 +3.39863e-01 -3.76006e-01 +3.29087e-01 -1.93336e-01 +5.92668e-04 +2.11132e-05 
2688 +1.93294e-01 -3.29031e-01 +3.75975e-01 -3.39878e-01 -3.39878e-01 +3.75975e-01 -3.29031e-01 +1.93294e-01 +5.92659e-04 +2.11059e-05 
2689 -1.93252e-01 +3.28975e-01 -3.75943e-01 +3.39893e-01 +3.39893e-01 -3.75943e-01 +3.28975e-01 -1.93252e-01 +5.92651e-04 +2.10986e-05 
2690 +1.93209e-01 -3.28919e-01 +3.75912e-01 -3.39908e-01 -3.39908e-01 +3.75912e-01 -3.28919e-01 +1.93209e-01 +5.92642e-04 +2.10913e-05 
2691 -1.93167e-01 +3.28864e-01 -3.75880e-01 +3.39923e-01 +3.39923e-01 -3.75880e-01 +3.28864e-01 -1.93167e-01 +5.92633e-04 +2.10840e-05 
2692 +1.93124e-01 -3.28808e-01 +3.75849e-01 -3.39938e-01 -3.39938e-01 +3.75849e-01 -3.28808e-01 +1.93124e-01 +5.92624e-04 +2.10767e-05 
2693 -1.93082e-01 +3.28752e-01 -3.75817e-01 +3.39953e-01 +3.39953e-01 -3.75817e-01 +3.28752e-01 -1.93082e-01 +5.92615e-04 +2.10693e-05 
2694 +1.93040e-01 -3.28696e-01 +3.75786e-01 -3.39967e-01 -3.39967e-01 +3.75786e-01 -3.28696e-01 +1.93040e-01 +5.92607e-04 +2.10620e-05 
2695 -1.92998e-01 +3.28641e-01 -3.75755e-01 +3.39982e-01 +3.39982e-01 -3.75755e-01 +3.28641e-01 -1.92998e-01 +5.92598e-04 +2.10548e-05 
2696 +1.92955e-01 -3.28585e-01 +3.75723e-01 -3.39997e-01 -3.39997e-01 +3.75723e-01 -3.28585e-01 +1.92955e-01 +5.92589e-04 +2.10475e-05 
2697 -1.92913e-01 +3.28529e-01 -3.75692e-01 +3.40011e-01 +3.40011e-01 -3.75692e-01 +3.28529e-01 -1.92913e-01 +5.92580e-04 +2.10402e-05 
2698 +1.92871e-01 -3.28474e-01 +3.75660e-01 -3.40026e-01 -3.40026e-01 +3.75660e-01 -3.28474e-01 +1.92871e-01 +5.92571e-04 +2.10329e-05 
